workbook,requested_view,twb_file,datasource,datasource_internal,field_name,caption,datatype,role,type,aggregation,semantic_role,hidden,param_domain_type,calculation_class,formula
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TIPO_DE_DATO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,ID_DATO_SM,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,DATO_DE_SISTEMA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,ANIO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MES,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,UNIDAD_GEOGRAFICA_CODIGO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,UNIDAD_GEOGRAFICA_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,SUB_UNIDAD_GEOGRAFICA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_DESCRIPCION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_NIVEL_1,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MODALIDAD_APERTURA_NIVEL_1,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,APERTURA_NIVEL_2,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,MODALIDAD_APERTURA_NIVEL_2,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,VALOR,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,VALOR_AUXILIAR,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_CODIGO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_ORDEN,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_FUENTES,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_DEFINICION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,GRUPO_INDICADOR_DESC_METODOLOGICA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_CODIGO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_ORDEN,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_CODIGO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_UNIDAD_MEDIDA_DESCRIPCION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_FORMULA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DEFINICION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DESC_METODOLOGICA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,INDICADOR_DE_SISTEMA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DESCRIPCION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DERECHOS_ASOCIADOS,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_FECHA_ULT_CARGA_DATOS,,datetime,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_CONFIGURACION_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TABLERO_DE_SISTEMA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_ID,,integer,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_SM,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIG_URL_ADMIN_SM,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DEFENSORIA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_DESCRIPCION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_FICHA_INDICADOR,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_FICHA_TABLERO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DOC_TECNICO_TABLERO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_REPORTE_TABLERO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_EMAIL_CONTACTO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_DOC_METODOLOGICO,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,CONFIGURACION_URL_INSTRUCTIVO_NAV,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_ID,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_NOMBRE,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_DESCRIPCION,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,TEMA_DE_SISTEMA,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,gid,,integer,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,entidad,,integer,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,objeto,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,fna,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,gna,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,nam,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,in1,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,fdc,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,sag,,string,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,Geometry,,spatial,,,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[ANIO],DATO_ANIO,integer,dimension,ordinal,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[APERTURA_DESCRIPCION],DATO_APERTURA_DESCRIPCION,string,dimension,nominal,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[APERTURA_NIVEL_1],DATO_APERTURA_NIVEL_1,string,dimension,nominal,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[APERTURA_NIVEL_2],DATO_APERTURA_NIVEL_2,string,dimension,nominal,,,,,,
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Desagregaciones (copia)_4382283918220808192],BTN Aperturas y Grupos,string,dimension,nominal,,,,,tableau,"""Cruces relevantes"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Desagregaciones (copia)_6996412392490516487],BTN Mapa,string,dimension,nominal,,,,,tableau,"""Distribución territorial"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Desagregaciones Seleccionado (copia)_4382283918220914689],BTN Aperturas y Grupos Seleccionado,string,dimension,nominal,,,,,tableau,"if ([Parameters].[Parámetro 1] = [BTN Desagregaciones (copia)_4382283918220808192] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] = [BTN Desagregaciones (copia)_4382283918220808192] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico Seleccionado SPP"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Desagregaciones (copia)_4382283918220808192] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico NO Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Desagregaciones (copia)_4382283918220808192] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico NO Seleccionado SPP"" end"
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Desagregaciones Seleccionado (copia)_541839333608861701],BTN Mapa Seleccionado,string,dimension,nominal,,,,,tableau,"if ([Parameters].[Parámetro 1] = [BTN Desagregaciones (copia)_6996412392490516487] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] = [BTN Desagregaciones (copia)_6996412392490516487] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico Seleccionado SPP"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Desagregaciones (copia)_6996412392490516487] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico NO Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Desagregaciones (copia)_6996412392490516487] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico NO Seleccionado SPP"" end"
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Distribuciones (copia)_5425289489660149780],BTN Indicadores,string,dimension,nominal,,,,,tableau,"""Mapa de Indicadores"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Distribuciones (copy)_4723009404404842516],BTN Limpiar filtros,string,dimension,nominal,,,,,tableau,"""Limpiar filtros"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Limpiar filtros (copy)_4723009404657545239],BTN Mostrar Graficos,string,dimension,nominal,,,,,tableau,"""Mostrar gráficos"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Mapa (copia)_1886797147608317969],BTN Distribuciones,string,dimension,nominal,,,,,tableau,"""Características"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Mapa Seleccionado (copia)_1886797147608416274],BTN Distribuciones Seleccionado,string,dimension,nominal,,,,,tableau,"if ([Parameters].[Parámetro 1] = [BTN Mapa (copia)_1886797147608317969] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] = [BTN Mapa (copia)_1886797147608317969] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico Seleccionado SPP"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Mapa (copia)_1886797147608317969] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Serie Temporal (copia)_541839334174613511]) then ""Gráfico NO Seleccionado SG"" 
elseif ([Parameters].[Parámetro 1] <> [BTN Mapa (copia)_1886797147608317969] and [Parameters].[Parametro gráfico (copia)_541839334149496838] = [BTN Sección General (copia)_541839334174765064]) then ""Gráfico NO Seleccionado SPP"" end"
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Mostrar Gráficos Caracteristicas (copy)_54254335857942529],BTN Mostrar Gráficos Cruces Relevantes,boolean,dimension,nominal,,,,,tableau,[Parameters].[p_ver_graficos_caracteristicas (copy)_54254335857623040]
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Mostrar Gráficos Cruces Relevantes (copy) (copy)_54254335887220741],BTN Mostrar Gráficos Distribución Territorial,boolean,dimension,nominal,,,,,tableau,[Parameters].[p_ver_graficos_cruces_relevantes (copy)_54254335887020034]
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Mostrar Gráficos Cruces Relevantes (copy)_54254335887208452],BTN Mostrar Gráficos Evolución Temporal,boolean,dimension,nominal,,,,,tableau,[Parameters].[p_ver_graficos_dist_territorial (copy)_54254335887122435]
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Sección General (copia)_541839334174765064],BTN Seguimiento Políticas Públicas,string,dimension,nominal,,,,,tableau,"""Seguimiento Políticas Públicas"""
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,8.1b NNyA discapacidad Caracteristicas CUD.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[BTN Serie Temporal (copia)_541839334174613511],BTN Situacion General,string,dimension,nominal,,,,,tableau,"""Situación General"""
